//¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬;
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////;
//¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬;
//            Team Develop  : WZTEAM                                                                                         ;
//            Elaborado El  : 01/01/2010                                                                                     ;
//            Project Name  : LOST-PROJECT                                                                                   ;
//            Coder: FoReVeRoNe & Josep                                                                                      ;
//¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬;
/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////;
//¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬;
//¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬;
//      Index  ItemID   Level  Skill    Luck    Add   FULL=63    X       Y      Escala   Descripcion       ;
//¬¬¬¬¬¬¬|¬¬¬¬¬¬¬|¬¬¬¬¬¬¬|¬¬¬¬¬¬¬|¬¬¬¬¬¬¬|¬¬¬¬¬¬¬|¬¬¬¬¬¬¬|¬¬¬¬¬¬¬|¬¬¬¬¬¬¬|¬¬¬¬¬¬¬¬|¬¬¬¬¬¬¬¬¬¬|¬¬¬¬¬¬¬¬¬¬¬¬¬;
// Modo ;|       |       |       |       |       |       |       |       |        |          |
//¬¬|¬¬  |       |       |       |       |       |       |       |       |        |          |
1
	13      43	0	0	0	0	0	0	0	50   // Seal of Ascension
	13      44	0	0	0	0	0	0	0	50   // Seal of Wealth
	13      45	0	0	0	0	0	0	0	50   // Seal of Sustenance
        12      3       13      1       1       1       63      1       1       150 //aSA
        12      4       13      1       1       1       63      1       1       150 //ASA
        12      5       13      1       1       1       63      1       1       150 //ASA
        12      6       13      1       1       1       63      1       1       150 //ASA
        13      30      13      1       1       1       63      1       1       150 //CAP

	14      63	0	0	0	0	0	0	0	50   // Seal of Ascension
	14      64	0	0	0	0	0	0	0	50   // Seal of Ascension
	14      65	0	0	0	0	0	0	0	50   // Seal of Ascension
	14      66	0	0	0	0	0	0	0	50   // Seal of Ascension
	14      67	0	0	0	0	0	0	0	50   // Seal of Ascension
	14      68	0	0	0	0	0	0	0	50   // Seal of Ascension
	14      69	0	0	0	0	0	0	0	50   // Seal of Ascension



        0       0       13      1       1       1       63       1       1       12 //Kris 
        0       1       13      1       1       1       63       1       1       15 //Short Sword 
        0       2       13      1       1       1       63       1       1       13 //Rapier 
0  3  13      1       1       1       63       1       1       22 //Katana 
0  4  13      1       1       1       63       1       1       20 //Sword of Assassin 
0  5  13      1       1       1       63       1       1       23 //Blade 
0  6  13      1       1       1       63       1       1       19 //Gladius 
0  7  13      1       1       1       63       1       1       19 //Falchion 
0  8  13      1       1       1       63       1       1       19 //Serpent Borg 
0  9  13      1       1       1       63       1       1       19 //Salamander Sword 
0 10 13      1       1       1       63       1       1       19 //Light Saber 
6 10 13      1       1       1       63       1       1       50 //Big Round Shield 
6 11 13      1       1       1       63       1       1       50 //Serpent Shield 
6 12 13      1       1       1       63       1       1       50 //Bronze Shield 
6 13 13      1       1       1       63       1       1       50 //Dragon Shield 
6 14 13      1       1       1       63       1       1       50 //Legendary Shield 
6 15 13      1       1       1       63       1       1       50 //Grand Soul Shield 
6 16 13      1       1       1       63       1       1       50 //Elemental Shield 




//¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬ INICIO DE SETS FULL EN CASHSHOP - LOSTPROJECT 2010 ¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬;
        7       0       13      1       1       1       63       1       1       50   // Bronze Helm
        8       0       13      1       1       1       63       1       1       50   // Bronze Armor
        9       0       13      1       1       1       63       1       1       50   // Bronze Pants
        10      0       13      1       1       1       63       1       1       50   // Bronze Gloves
        11      0       13      1       1       1       63       1       1       50   // Bronze Boots 

        7       1       13      1       1       1       63       1       1       50   // Dragon Helm
        8       1       13      1       1       1       63       1       1       50   // Dragon Armor
        9       1       13      1       1       1       63       1       1       50   // Dragon Pants
        10      1       13      1       1       1       63       1       1       50   // Dragon Gloves
        11      1       13      1       1       1       63       1       1       50   // Dragon Boots

        7       2       13      1       1       1       63       1       1       50   // Pad Helm
        8       2       13      1       1       1       63       1       1       50   // Pad Armor
        9       2       13      1       1       1       63       1       1       50   // Pad Pants
        10      2       13      1       1       1       63       1       1       50   // Pad Gloves
        11      2       13      1       1       1       63       1       1       50   // Pad Boots

        7       3       13      1       1       1       63       1       1       50   // Legendary Helm
        8       3       13      1       1       1       63       1       1       50   // Legendary Armor
        9       3       13      1       1       1       63       1       1       50   // Legendary Pants
        10      3       13      1       1       1       63       1       1       50   // Legendary Gloves
        11      3       13      1       1       1       63       1       1       50   // Legendary Boots

        7       4       13      1       1       1       63       1       1       50   // Bone Helm
        8       4       13      1       1       1       63       1       1       50   // Bone Armor
        9       4       13      1       1       1       63       1       1       50   // Bone Pants
        10      4       13      1       1       1       63       1       1       50   // Bone Gloves
        11      4       13      1       1       1       63       1       1       50   // Bone Boots

        7       5       13      1       1       1       63       1       1       50   // Leather Helm
        8       5       13      1       1       1       63       1       1       50   // Leather Armor
        9       5       13      1       1       1       63       1       1       50   // Leather Pants
        10      5       13      1       1       1       63       1       1       50   // Leather Gloves
        11      5       13      1       1       1       63       1       1       50   // Leather Boots

        7       6       13      1       1       1       63       1       1       50   // Scale Helm
        8       6       13      1       1       1       63       1       1       50   // Scale Armor
        9       6       13      1       1       1       63       1       1       50   // Scale Pants
        10      6       13      1       1       1       63       1       1       50   // Scale Gloves
        11      6       13      1       1       1       63       1       1       50   // Scale Boots

        7       7       13      1       1       1       63       1       1       50   // Sphinx Helm
        8       7       13      1       1       1       63       1       1       50   // Sphinx Armor
        9       7       13      1       1       1       63       1       1       50   // Sphinx Pants
        10      7       13      1       1       1       63       1       1       50   // Sphinx Gloves
        11      7       13      1       1       1       63       1       1       50   // Sphinx Boots

        7       8       13      1       1       1       63       1       1       50   // Brass Helm
        8       8       13      1       1       1       63       1       1       50   // Brass Armor
        9       8       13      1       1       1       63       1       1       50   // Brass Pants
        10      8       13      1       1       1       63       1       1       50   // Brass Gloves
        11      8       13      1       1       1       63       1       1       50   // Brass Boots

        7       9       13      1       1       1       63       1       1       50   // Plate Helm
        8       9       13      1       1       1       63       1       1       50   // Plate Armor
        9       9       13      1       1       1       63       1       1       50   // Plate Pants
        10      9       13      1       1       1       63       1       1       50   // Plate Gloves
        11      9       13      1       1       1       63       1       1       50   // Plate Boots

        7       10       13      1       1       1       63       1       1       50   // Vine Helm
        8       10       13      1       1       1       63       1       1       50   // Vine Armor
        9       10       13      1       1       1       63       1       1       50   // Vine Pants
        10      10       13      1       1       1       63       1       1       50   // Vine Gloves
        11      10       13      1       1       1       63       1       1       50   // Vine Boots

        7       11       13      1       1       1       63       1       1       50   // Silk Helm
        8       11       13      1       1       1       63       1       1       50   // Silk Armor
        9       11       13      1       1       1       63       1       1       50   // Silk Pants
        10      11       13      1       1       1       63       1       1       50   // Silk Gloves
        11      11       13      1       1       1       63       1       1       50   // Silk Boots

        7       12       13      1       1       1       63       1       1       50   // Wind Helm
        8       12       13      1       1       1       63       1       1       50   // Wind Armor
        9       12       13      1       1       1       63       1       1       50   // Wind Pants
        10      12       13      1       1       1       63       1       1       50   // Wind Gloves
        11      12       13      1       1       1       63       1       1       50   // Wind Boots

        7       13       13      1       1       1       63       1       1       50   // Spirit Helm
        8       13       13      1       1       1       63       1       1       50   // Spirit Armor
        9       13       13      1       1       1       63       1       1       50   // Spirit Pants
        10      13       13      1       1       1       63       1       1       50   // Spirit Gloves
        11      13       13      1       1       1       63       1       1       50   // Spirit Boots

        7       14       13      1       1       1       63       1       1       50   // Guardian Helm
        8       14       13      1       1       1       63       1       1       50   // Guardian Armor
        9       14       13      1       1       1       63       1       1       50   // Guardian Pants
        10      14       13      1       1       1       63       1       1       50   // Guardian Gloves
        11      14       13      1       1       1       63       1       1       50   // Guardian Boots

        8       15       13      1       1       1       63       1       1       50   // Storm Crow Armor
        9       15       13      1       1       1       63       1       1       50   // Storm Crow Pants
        10      15       13      1       1       1       63       1       1       50   // Storm Crow Gloves
        11      15       13      1       1       1       63       1       1       50   // Storm Crow Boots

        7       16       13      1       1       1       63       1       1       50   // Black Dragon Helm
        8       16       13      1       1       1       63       1       1       50   // Black Dragon Armor
        9       16       13      1       1       1       63       1       1       50   // Black Dragon Pants
        10      16       13      1       1       1       63       1       1       50   // Black Dragon Gloves
        11      16       13      1       1       1       63       1       1       50   // Black Dragon Boots

        7       17       13      1       1       1       63       1       1       50   // Dark Phoenix Helm
        8       17       13      1       1       1       63       1       1       50   // Dark Phoenix Armor
        9       17       13      1       1       1       63       1       1       50   // Dark Phoenix Pants
        10      17       13      1       1       1       63       1       1       50   // Dark Phoenix Gloves
        11      17       13      1       1       1       63       1       1       50   // Dark Phoenix Boots

        7       18       13      1       1       1       63       1       1       50   // Grand Soul Helm
        8       18       13      1       1       1       63       1       1       50   // Grand Soul Armor
        9       18       13      1       1       1       63       1       1       50   // Grand Soul Pants
        10      18       13      1       1       1       63       1       1       50   // Grand Soul Gloves
        11      18       13      1       1       1       63       1       1       50   // Grand Soul Boots

        7       19       13      1       1       1       63       1       1       50   // Divine Helm
        8       19       13      1       1       1       63       1       1       50   // Divine Armor
        9       19       13      1       1       1       63       1       1       50   // Divine Pants
        10      19       13      1       1       1       63       1       1       50   // Divine Gloves
        11      19       13      1       1       1       63       1       1       50   // Divine Boots

        8       20       13      1       1       1       63       1       1       50   // Thunder Hawk Armor
        9       20       13      1       1       1       63       1       1       50   // Thunder Hawk Pants
        10      20       13      1       1       1       63       1       1       50   // Thunder Hawk Gloves
        11      20       13      1       1       1       63       1       1       50   // Thunder Hawk Boots

        7       25       13      1       1       1       63       1       1       50   // Light Plate Helm
        8       25       13      1       1       1       63       1       1       50   // Light Plate Armor
        9       25       13      1       1       1       63       1       1       50   // Light Plate Pants
        10      25       13      1       1       1       63       1       1       50   // Light Plate Gloves
        11      25       13      1       1       1       63       1       1       50   // Light Plate Boots

        7       26       13      1       1       1       63       1       1       50   // Adamantine Helm
        8       26       13      1       1       1       63       1       1       50   // Adamantine Armor
        9       26       13      1       1       1       63       1       1       50   // Adamantine Pants
        10      26       13      1       1       1       63       1       1       50   // Adamantine Gloves
        11      26       13      1       1       1       63       1       1       50   // Adamantine Boots

        7       27       13      1       1       1       63       1       1       50   // Dark Steel Helm
        8       27       13      1       1       1       63       1       1       50   // Dark Steel Armor
        9       27       13      1       1       1       63       1       1       50   // Dark Steel Pants
        10      27       13      1       1       1       63       1       1       50   // Dark Steel Gloves
        11      27       13      1       1       1       63       1       1       50   // Dark Steel Boots

        7       28       13      1       1       1       63       1       1       50   // Dark Master Helm
        8       28       13      1       1       1       63       1       1       50   // Dark Master Armor
        9       28       13      1       1       1       63       1       1       50   // Dark Master Pants
        10      28       13      1       1       1       63       1       1       50   // Dark Master Gloves
        11      28       13      1       1       1       63       1       1       50   // Dark Master Boots

        //¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬ SETS FULL EN CASHSHOP Season 1 ¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬;

 7       29       13      1       1       1       63       1       1       50   // Dragon Knight Helm
 8       29       13      1       1       1       63       1       1       50   // Dragon Knight Armor
 9       29       13      1       1       1       63       1       1       50   // Dragon Knight Pants
 10      29       13      1       1       1       63       1       1       50   // Dragon Knight Gloves
 11      29       13      1       1       1       63       1       1       50   // Dragon Knight Boots
        
 7       30       13      1       1       1       63       1       1       50   // Venom Mistr Helm
 8       30       13      1       1       1       63       1       1       50   // Venom Mistr Armor
 9       30       13      1       1       1       63       1       1       50   // Venom Mistr Pants
 10      30       13      1       1       1       63       1       1       50   // Venom Mistr Gloves
 11      30       13      1       1       1       63       1       1       50   // Venom Mistr Boots

7       31       13      1       1       1       63       1       1       50   // Sylpid Ray Helm
8       31       13      1       1       1       63       1       1       50   // Sylpid Ray Armor
9       31       13      1       1       1       63       1       1       50   // Sylpid Ray Pants
10      31       13      1       1       1       63       1       1       50   // Sylpid Ray Gloves
11      31       13      1       1       1       63       1       1       50   // Sylpid Ray Boots

       
8       32       13      1       1       1       63       1       1       50   // Volcanor Armor
9       32       13      1       1       1       63       1       1       50   // Volcano Pants
10      32       13      1       1       1       63       1       1       50   // Volcano Gloves
11      32       13      1       1       1       63       1       1       50   // Volcano Boots

7       33       13      1       1       1       63       1       1       50   // Sunlight Helm
8       33       13      1       1       1       63       1       1       50   // Sunlight Armor
9       33       13      1       1       1       63       1       1       50   // Sunlight Pants
10      33       13      1       1       1       63       1       1       50   // Sunlight Gloves
11      33       13      1       1       1       63       1       1       50   // Sunlight Boots

7       34       13      1       1       1       63       1       1       50   // Sunlight Helm
8       34       13      1       1       1       63       1       1       50   // Sunlight Armor
9       34       13      1       1       1       63       1       1       50   // Sunlight Pants
10      34       13      1       1       1       63       1       1       50   // Sunlight Gloves
11      34       13      1       1       1       63       1       1       50   // Sunlight Boots

7       35       13      1       1       1       63       1       1       50   // Sunlight Helm
8       35       13      1       1       1       63       1       1       50   // Sunlight Armor
9       35       13      1       1       1       63       1       1       50   // Sunlight Pants
10      35       13      1       1       1       63       1       1       50   // Sunlight Gloves
11      35       13      1       1       1       63       1       1       50   // Sunlight Boots

7       36       13      1       1       1       63       1       1       50   // Sunlight Helm
8       36       13      1       1       1       63       1       1       50   // Sunlight Armor
9       36       13      1       1       1       63       1       1       50   // Sunlight Pants
10      36       13      1       1       1       63       1       1       50   // Sunlight Gloves
11      36       13      1       1       1       63       1       1       50   // Sunlight Boots

7       37       13      1       1       1       63       1       1       50   // Sunlight Helm
8       37       13      1       1       1       63       1       1       50   // Sunlight Armor
9       37       13      1       1       1       63       1       1       50   // Sunlight Pants
10      37       13      1       1       1       63       1       1       50   // Sunlight Gloves
11      37       13      1       1       1       63       1       1       50   // Sunlight Boots

7       38       13      1       1       1       63       1       1       50   // Sunlight Helm
8       38       13      1       1       1       63       1       1       50   // Sunlight Armor
9       38       13      1       1       1       63       1       1       50   // Sunlight Pants
10      38       13      1       1       1       63       1       1       50   // Sunlight Gloves
11      38       13      1       1       1       63       1       1       50   // Sunlight Boots


//¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬ SETS FULL EN CASHSHOP Season 2 ¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬;
