/////////////////////////////////////////////////
// Arquivo de Configuração - MuServer Season 4///
// ©2013				      ///
/////////////////////////////////////////////////

// Categoria: 0.Normal 1.Potion 2.Accessory 3.Special
// Selos    : 1.NEW 2.HOT 3.SALE


//---------------------------------------------------------------------------------------//
// 				      Normal Table 		          		 //
//---------------------------------------------------------------------------------------//
//   IndexID   GroupID   Amount   UseTime   Category   UseType  BuyType  Sellhow  Price  //
//---------------------------------------------------------------------------------------//

       6         5         1        0          0        0        0        0        12   //Dragon Slayer Shield 
       6         6         1        0          0        0        0        0        12   //Skull Shield 
       6         7         1        0          0        0        0        0        12   //Spiked Shield 
       6         8         1        0          0        0        0        0        11   //Tower Shield 
       6         9         1        0          0        0        0        0        12   //Plate Shield 
       6         10        1        0          0        0        0        0        11   //Big Round Shield 
       6         11        1        0          0        0        0        0        10   //Serpent Shield 
       6         12        1        0          0        0        0        0        13   //Bronze Shield 
       6         13        1        0          0        0        0        0        15   //Dragon Shield 
       6         14        1        0          0        0        0        0        15   //Legendary Shield 
       6         15        1        0          0        0        0        0        18   //Grand Soul Shield 
       6         16        1        0          0        0        0        0        13   //Elemental Shield 
 
//---------------------------------------------------------------------------------------//
// 				      Potion Table 		          		 //
//---------------------------------------------------------------------------------------//
//   IndexID   GroupID   Amount   UseTime   Category   UseType  BuyType  Sellhow  Price  //
//---------------------------------------------------------------------------------------//

       13	 43	   0        60	       3        0        0        1        2	 // Seal of Ascension 1 Hour
       13	 43	   0        1440       3	0        0        1        2	 // Seal of Ascension 1 Day
       13	 43	   0        43200      3	0        0        1        2	 // Seal of Ascension 30 Days
       13	 44	   0        60	       3	0        0        3        2    // Seal of Wealth 1 Hour
       13	 44	   0        1440       3	0        0        3        2	 // Seal of Wealth 1 Day
       13	 44	   0        43200      3	0        0        3        2	 // Seal of Wealth 30 Days
       13	 45	   0        60	       3	0        0        3        2	 // Seal of Sustenance 1 Hour
       13	 45	   0        1440       3	0        0        3        2	 // Seal of Sustenance 1 Day
       13	 45	   0        43200      3	0        0        3        2	 // Seal of Sustenance 30 Days
       13        81        0        60         3        0        0        3        1   // Guardian Amulet
       14	 53	   1        0          3	0        0        0        1	 // Talisman of Luck
       13	 46	   1        0          3	0        0        0        1	 // Devil Square Ticket 1 Time
       13	 46	   10       0          3	0        0        0        1	 // Devil Square Ticket 10 Times
       13	 47	   1        0          3	0        0        0        1	 // Blood Castle Ticket 1 Time
       13	 47	   10       0          3	0        0        0        1	 // Blood Castle Ticket 10 Times
       13	 48	   1        0          3	0        0        0        1	 // Kalima Ticket 1 Time
       13	 48	   10       0          3	0        0        0        2	 // Kalima Ticket 10 Times
       14	 63	   10       0          3	0        0        0        5	 // New Jewel
       14	 64	   10       0          3	0        0        0        5	 // New Jewel
       14	 65	   10       0          3	0        0        0        5	 // New Jewel
       14	 66	   10       0          3	0        0        0        5	 // New Jewel
       14	 67	   10       0          3	0        0        0        5	 // New Jewel
       14	 68	   10       0          3	0        0        0        5	 // New Jewel
       14	 69	   10       0          3	0        0        0        5	 // New Jewel


//---------------------------------------------------------------------------------------//
// 				     Accessory Table 		          		 //
//---------------------------------------------------------------------------------------//
//   IndexID   GroupID   Amount   UseTime   Category   UseType  BuyType  Sellhow  Price  //
//---------------------------------------------------------------------------------------//

       7          0        1        0          2        0        0        0        8   // Dragon Helm
       8          0        1        0          2        0        0        0        8   // Dragon Armor
       9          0        1        0          2        0        0        0        8   // Dragon Pants
       10         0        1        0          2        0        0        0        8   // Dragon Gloves
       11         0        1        0          2        0        0        0        8   // Dragon Boots

       7          1        1        0          2        0        0        0        8   // Dragon Helm
       8          1        1        0          2        0        0        0        8   // Dragon Armor
       9          1        1        0          2        0        0        0        8   // Dragon Pants
       10         1        1        0          2        0        0        0        8   // Dragon Gloves
       11         1        1        0          2        0        0        0        8   // Dragon Boots

       7          2        1        0          2        0        0        0        8   // Dragon Helm
       8          2        1        0          2        0        0        0        8   // Dragon Armor
       9          2        1        0          2        0        0        0        8   // Dragon Pants
       10         2        1        0          2        0        0        0        8   // Dragon Gloves
       11         2        1        0          2        0        0        0        8   // Dragon Boots


       7          3        1        0          2        0        0        0        8   // Legendary Helm
       8          3        1        0          2        0        0        0        8  // Legendary Armor
       9          3        1        0          2        0        0        0        8   // Legendary Pants
       10         3        1        0          2        0        0        0        8   // Legendary Gloves
       11         3        1        0          2        0        0        0        8   // Legendary Boots

       7          4        1        0          2        0        0        0        7   // Bone Helm
       8          4        1        0          2        0        0        0        7   // Bone Armor
       9          4        1        0          2        0        0        0        7   // Bone Pants
       10         4        1        0          2        0        0        0        7   // Bone Gloves
       11         4        1        0          2        0        0        0        7   // Bone Boots

       7          5        1        0          2        0        0        0        7   // Bone Helm
       8          5        1        0          2        0        0        0        7   // Bone Armor
       9          5        1        0          2        0        0        0        7   // Bone Pants
       10         5        1        0          2        0        0        0        7   // Bone Gloves
       11         5        1        0          2        0        0        0        7   // Bone Boots

       7          6        1        0          2        0        0        0        7   // Bone Helm
       8          6        1        0          2        0        0        0        7   // Bone Armor
       9          6        1        0          2        0        0        0        7   // Bone Pants
       10         6        1        0          2        0        0        0        7   // Bone Gloves
       11         6        1        0          2        0        0        0        7   // Bone Boots

       7          7        1        0          2        0        0        0        7   // Bone Helm
       8          7        1        0          2        0        0        0        7   // Bone Armor
       9          7        1        0          2        0        0        0        7   // Bone Pants
       10         7        1        0          2        0        0        0        7   // Bone Gloves
       11         7        1        0          2        0        0        0        7   // Bone Boots

       7          8        1        0          2        0        0        0        7   // Bone Helm
       8          8        1        0          2        0        0        0        7   // Bone Armor
       9          8        1        0          2        0        0        0        7   // Bone Pants
       10         8        1        0          2        0        0        0        7   // Bone Gloves
       11         8        1        0          2        0        0        0        7   // Bone Boots


       7          9        1        0          2        0        0        0        9   // Plate Helm
       8          9        1        0          2        0        0        0        9   // Plate Armor
       9          9        1        0          2        0        0        0        9   // Plate Pants
       10         9        1        0          2        0        0        0        9   // Plate Gloves
       11         9        1        0          2        0        0        0        9   // Plate Boots

       7          10        1        0          2        0        0        0        9   // Plate Helm
       8          10        1        0          2        0        0        0        9   // Plate Armor
       9          10        1        0          2        0        0        0        9   // Plate Pants
       10         10        1        0          2        0        0        0        9   // Plate Gloves
       11         10        1        0          2        0        0        0        9   // Plate Boots

       7          11        1        0          2        0        0        0        9   // Plate Helm
       8          11        1        0          2        0        0        0        9   // Plate Armor
       9          11        1        0          2        0        0        0        9   // Plate Pants
       10         11        1        0          2        0        0        0        9   // Plate Gloves
       11         11        1        0          2        0        0        0        9   // Plate Boots

       7          12       1        0          2        0        0        0        7   // Wind Helm
       8          12       1        0          2        0        0        0        7   // Wind Armor
       9          12       1        0          2        0        0        0        7   // Wind Pants
       10         12       1        0          2        0        0        0        7   // Wind Gloves
       11         12       1        0          2        0        0        0        7   // Wind Boots

       7          13       1        0          2        0        0        0        8    // Spirit Helm
       8          13       1        0          2        0        0        0        8   // Spirit Armor
       9          13       1        0          2        0        0        0        8   // Spirit Pants
       10         13       1        0          2        0        0        0        8   // Spirit Gloves
       11         13       1        0          2        0        0        0        8   // Spirit Boots

       7          14       1        0          2        0        0        0        6   // Guardian Helm
       8          14       1        0          2        0        0        0        6   // Guardian Armor
       9          14       1        0          2        0        0        0        6   // Guardian Pants
       10         14       1        0          2        0        0        0        6   // Guardian Gloves
       11         14       1        0          2        0        0        0        6   // Guardian Boots

       8          15       1        0          2        0        0        0        13   // Storm Crow Armor
       9          15       1        0          2        0        0        0        13   // Storm Crow Pants
       10         15       1        0          2        0        0        0        13   // Storm Crow Gloves
       11         15       1        0          2        0        0        0        13   // Storm Crow Boots

       7          16       1        0          2        0        0        0        12   // Black Dragon Helm
       8          16       1        0          2        0        0        0        12   // Black Dragon Armor
       9          16       1        0          2        0        0        0        12   // Black Dragon Pants
       10         16       1        0          2        0        0        0        12   // Black Dragon Gloves
       11         16       1        0          2        0        0        0        12   // Black Dragon Boots

       7          17       1        0          2        0        0        0        15   // Dark Phoenix Helm
       8          17       1        0          2        0        0        0        15   // Dark Phoenix Armor
       9          17       1        0          2        0        0        0        15   // Dark Phoenix Pants
       10         17       1        0          2        0        0        0        15   // Dark Phoenix Gloves
       11         17       1        0          2        0        0        0        15   // Dark Phoenix Boots

       7          18       1        0          2        0        0        0        15   // Grand Soul Helm
       8          18       1        0          2        0        0        0        15   // Grand Soul Armor
       9          18       1        0          2        0        0        0        15   // Grand Soul Pants
       10         18       1        0          2        0        0        0        15   // Grand Soul Gloves
       11         18       1        0          2        0        0        0        15   // Grand Soul Boots

       7          19       1        0          2        0        0        0        15   // Divine Helm
       8          19       1        0          2        0        0        0        15   // Divine Armor
       9          19       1        0          2        0        0        0        15   // Divine Pants
       10         19       1        0          2        0        0        0        15   // Divine Gloves
       11         19       1        0          2        0        0        0        15   // Divine Boots

       8          20       1        0          2        0        0        0        15   // Thunder Hawk Armor
       9          20       1        0          2        0        0        0        15   // Thunder Hawk Pants
       10         20       1        0          2        0        0        0        15   // Thunder Hawk Gloves
       11         20       1        0          2        0        0        0        15   // Thunder Hawk Boots

       7          21       1        0          2        0        0        0        22   // Dark Side/Soul Helm
       8          21       1        0          2        0        0        0        22   // Dark Side/Soul Armor
       9          21       1        0          2        0        0        0        22   // Dark Side/Soul Pants
       10         21       1        0          2        0        0        0        22   // Dark Side/Soul Gloves
       11         21       1        0          2        0        0        0        22   // Dark Side/Soul Boots

       7          25       1        0          2        0        0        0        15   // Light Plate Helm
       8          25       1        0          2        0        0        0        15   // Light Plate Armor
       9          25       1        0          2        0        0        0        15   // Light Plate Pants
       10         25       1        0          2        0        0        0        15   // Light Plate Gloves
       11         25       1        0          2        0        0        0        15   // Light Plate Boots

       7          26       1        0          2        0        0        0        19   // Adamantine Helm
       8          26       1        0          2        0        0        0        19  // Adamantine Armor
       9          26       1        0          2        0        0        0        19   // Adamantine Pants
       10         26       1        0          2        0        0        0        19   // Adamantine Gloves
       11         26       1        0          2        0        0        0        19   // Adamantine Boots

       7          27       1        0          2        0        0        0        19   // Dark Steel Helm
       8          27       1        0          2        0        0        0        19   // Dark Steel Armor
       9          27       1        0          2        0        0        0        19   // Dark Steel Pants
       10         27       1        0          2        0        0        0        19   // Dark Steel Gloves
       11         27       1        0          2        0        0        0        19   // Dark Steel Boots

       7          28       1        0          2        0        0        0        21   // Dark Master Helm
       8          28       1        0          2        0        0        0        21   // Dark Master Armor
       9          28       1        0          2        0        0        0        21   // Dark Master Pants
       10         28       1        0          2        0        0        0        21   // Dark Master Gloves
       11         28       1        0          2        0        0        0        21   // Dark Master Boots

       7          29       1        0          2        0        0        0        25   // Dragon Knight Helm
       8          29       1        0          2        0        0        0        25   // Dragon Knight Armor
       9          29       1        0          2        0        0        0        25   // Dragon Knight Pants
       10         29       1        0          2        0        0        0        25   // Dragon Knight Gloves
       11         29       1        0          2        0        0        0        25   // Dragon Knight Boots

       8          23       1        0          2        0        0        0        22   // Hurricane Armor
       9          23       1        0          2        0        0        0        22   // Hurricane Pants
       10         23       1        0          2        0        0        0        22   // Hurricane Gloves
       11         23       1        0          2        0        0        0        2   // Hurricane Boots

       7          22       1        0          2        0        0        0        22   // Dark Side/Soul Helm
       8          22       1        0          2        0        0        0        22   // Dark Side/Soul Armor
       9          22       1        0          2        0        0        0        22   // Dark Side/Soul Pants
       10         22       1        0          2        0        0        0        22   // Dark Side/Soul Gloves
       11         22       1        0          2        0        0        0        22   // Dark Side/Soul Boots

       7          24       1        0          2        0        0        0        19  // Red Spirit/Nature Helm
       8          24       1        0          2        0        0        0        19   // Red Spirit/Nature Armor
       9          24       1        0          2        0        0        0        19   // Red Spirit/Nature Pants
       10         24       1        0          2        0        0        0        19   // Red Spirit/Nature Gloves
       11         24       1        0          2        0        0        0        19   // Red Spirit/Nature Boots

       7          30       1        0          1        0        0        0        24   // 
       8          30       1        0          1        0        0        0        24   // 
       9          30       1        0          1        0        0        0        24   // 
       10         30       1        0          1        0        0        0        24   // 
       11         30       1        0          1        0        0        0        24   // 

       7          31       1        0          1        0        0        0        22   // 
       8          31       1        0          1        0        0        0        22   // 
       9          31       1        0          1        0        0        0        22   // 
       10         31       1        0          1        0        0        0        22   // 
       11         31       1        0          1        0        0        0        22   //

       8          32       1        0          1        0        0        0        26   // 
       9          32       1        0          1        0        0        0        26   // 
       10         32       1        0          1        0        0        0        26   // 
       11         32       1        0          1        0        0        0        26   //


//		ITENS ROXO

       7          33       1        0          1        0        0        2        26   // 
       8          33       1        0          1        0        0        2        26   // 
       9          33       1        0          1        0        0        2        26   // 
       10         33       1        0          1        0        0        2        26   // 
       11         33       1        0          1        0        0        2        26   //

       7          34       1        0          1        0        0        2        26   // 
       8          34       1        0          1        0        0        2        26   // 
       9          34       1        0          1        0        0        2        26   // 
       10         34       1        0          1        0        0        2        26   // 
       11         34       1        0          1        0        0        2        26   //

       7          35       1        0          1        0        0        2        26   // 
       8          35       1        0          1        0        0        2        26   // 
       9          35       1        0          1        0        0        2        26   // 
       10         35       1        0          1        0        0        2        26   // 
       11         35       1        0          1        0        0        2        26   //

       7          36       1        0          1        0        0        2        26   // 
       8          36       1        0          1        0        0        2        26   // 
       9          36       1        0          1        0        0        2        26   // 
       10         36       1        0          1        0        0        2        26   // 
       11         36       1        0          1        0        0        2        26   //

       7          37       1        0          1        0        0        2        26   // 
       8          37       1        0          1        0        0        2        26   // 
       9          37       1        0          1        0        0        2        26   // 
       10         37       1        0          1        0        0        2        26   // 
       11         37       1        0          1        0        0        2        26   //

       7          38       1        0          1        0        0        2        26   // 
       8          38       1        0          1        0        0        2        26   // 
       9          38       1        0          1        0        0        2        26   // 
       10         38       1        0          1        0        0        2        26   // 
       11         38       1        0          1        0        0        2        26   //

// ASAS
       12         5         1        0          3        0        0        0        25   //Wing Dragon - BK2
       12         4         1        0          3        0        0        0        25   //Wing Soul - SM2
       12         3         1        0          3        0        0        0        25   //Wing SPirit HE2 
       12         6         1        0          3        0        0        0        25   //wing mg lvl 2
       13         30        1        0          3        0        0        0        25   //Cape of Lord

//---------------------------------------------------------------------------------------//
// 				      Fim - By Wallace França	          		 //
//---------------------------------------------------------------------------------------//
